Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%,GWA,HmA,RdA,A/90min,FC,FS,OFF,YC,RC,SOG%,Year,Season
Simon Elliott,,M,2,2,153,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,3,0,0,0,50.0,2004,post
Chris Wingert,,D,2,2,134,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,3,0,0,0,50.0,2004,post
Marcelo Saragosa,,M,3,3,242,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,8,7,0,0,0,50.0,2004,post
Danny Szetela,,M,2,0,22,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,50.0,2004,post
Ricardo Clark,,M,2,2,180,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,6,0,1,0,0.0,2004,post
Ramiro Corrales,,M,2,2,179,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,2,1,0,0,50.0,2004,post
Pablo Brenes,,M-D,2,2,170,0,0,3,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,1,0,0,66.67,2004,post
Jose Cancela,,M,3,3,221,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,8,0,0,0,33.33,2004,post
Diego Gutierrez,,D,4,4,360,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,10,8,0,2,0,33.33,2004,post
Kerry Zavagnin,,M,4,4,356,0,0,3,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,2,0,0,0,66.67,2004,post
Kyle Beckerman,,M,2,2,145,0,0,3,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,2,0,1,0,66.67,2004,post
John Wolyniec,,F,2,2,135,0,0,4,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,0,1,0,0,25.0,2004,post
Cornell Glen,,F,2,1,125,0,0,4,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,7,2,0,0,75.0,2004,post
Amado Guevara,,M,2,2,180,0,0,6,4,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,5,0,1,0,66.67,2004,post
Jimmy Conrad,,D,4,4,360,0,0,6,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,7,11,0,0,0,33.33,2004,post
Dema Kovalenko,,M,3,3,237,0,0,7,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,7,3,0,2,1,28.57,2004,post
Brian Ching,,F,2,2,180,0,0,8,4,0,0/0,0,0,0.0,0.0,0,0,0,0.0,10,6,5,0,0,50.0,2004,post
Landon Donovan,,M-F,4,4,390,4,1,12,9,2,0/0,2,2,0.92,33.3,0,0,1,0.23,7,8,3,0,0,75.0,2005,post
Ivan Guerrero,,M,3,3,270,2,1,2,2,0,0/0,0,2,0.67,100.0,0,0,1,0.33,1,5,1,0,0,100.0,2005,post
Carlos Ruiz,,F,2,1,144,2,0,11,3,0,0/1,2,0,1.25,18.2,0,0,0,0.0,5,4,6,0,0,27.27,2005,post
Youri Djorkaeff,,F-M,2,2,180,1,1,5,2,0,0/0,0,1,0.5,20.0,1,1,0,0.5,8,3,2,1,0,40.0,2005,post
Jose Cancela,,M,3,0,105,1,1,5,3,0,0/0,1,0,0.86,20.0,1,1,0,0.86,1,8,0,0,0,60.0,2005,post
Clint Dempsey,,M-F,4,4,390,1,1,6,2,1,0/0,1,0,0.23,16.7,0,1,0,0.23,9,9,0,0,0,33.33,2005,post
Khano Smith,,M,2,0,79,1,0,1,1,0,0/0,1,0,1.14,100.0,0,0,0,0.0,2,0,0,0,0,100.0,2005,post
Jesse Marsch,,M,3,3,262,1,0,2,2,0,0/0,0,1,0.34,50.0,0,0,0,0.0,8,7,1,1,0,100.0,2005,post
Ritchie Kotschau,,D,2,0,77,1,0,2,1,0,0/0,0,1,1.17,50.0,0,0,0,0.0,1,2,0,0,0,50.0,2005,post
Jeff Cunningham,,F,3,2,230,1,0,3,1,0,0/0,0,1,0.39,33.3,0,0,0,0.0,3,10,3,0,0,33.33,2005,post
Guillermo Ramirez,,M,1,0,54,1,0,4,2,1,0/0,0,1,1.67,25.0,0,0,0,0.0,3,1,0,0,0,50.0,2005,post
Amado Guevara,,M,2,2,180,1,0,5,3,1,0/0,1,0,0.5,20.0,0,0,0,0.0,2,4,0,0,0,60.0,2005,post
Brian Ching,,F,2,2,180,1,0,5,2,0,0/0,1,0,0.5,20.0,0,0,0,0.0,3,8,0,0,0,40.0,2005,post
Ned Grabavoy,,M,4,4,298,1,0,6,3,0,0/0,0,1,0.3,16.7,0,0,0,0.0,3,6,0,0,0,50.0,2005,post
Jack Stewart,,D,2,2,164,1,0,7,3,1,0/0,0,1,0.55,14.3,0,0,0,0.0,4,3,0,0,0,42.86,2005,post
Pat Noonan,,F,4,4,334,1,0,9,4,1,0/0,1,0,0.27,11.1,0,0,0,0.0,8,9,4,0,0,44.44,2005,post
Ricardo Clark,,M,2,2,180,1,0,11,4,0,0/0,0,1,0.5,9.1,0,0,0,0.0,6,6,0,2,0,36.36,2005,post
Hérculez Gómez,,F,4,4,380,1,0,15,4,0,0/0,1,0,0.24,6.7,0,0,0,0.0,14,7,4,2,0,26.67,2005,post
Terry Cooke,,M,3,3,300,0,2,3,1,0,0/0,0,0,0.0,0.0,0,0,2,0.6,4,2,0,0,0,33.33,2005,post
Cobi Jones,,M,4,4,365,0,2,4,1,0,0/0,0,0,0.0,0.0,1,1,1,0.49,4,10,0,0,0,25.0,2005,post
Thiago,,M,3,3,258,0,2,5,3,0,0/0,0,0,0.0,0.0,1,0,2,0.7,7,7,0,1,0,60.0,2005,post
Peter Vagenas,,M,4,4,390,0,1,0,0,0,0/0,0,0,0.0,0.0,0,0,1,0.23,7,11,0,0,0,,2005,post
Brian Mullan,,D,2,2,180,0,1,1,1,0,0/0,0,0,0.0,0.0,0,1,0,0.5,6,4,0,0,0,100.0,2005,post
Greg Vanney,,D,2,2,210,0,1,1,0,0,0/0,0,0,0.0,0.0,0,1,0,0.43,1,1,0,0,0,0.0,2005,post
Taylor Twellman,,F,4,4,390,0,1,3,2,0,0/0,0,0,0.0,0.0,0,1,0,0.23,4,16,8,0,0,66.67,2005,post
Bobby Rhine,,M,2,2,181,0,1,3,0,0,0/0,0,0,0.0,0.0,0,1,0,0.5,2,6,0,1,0,0.0,2005,post
Chris Albright,,D,4,4,390,0,1,3,0,0,0/0,0,0,0.0,0.0,0,1,0,0.23,9,1,0,2,0,0.0,2005,post
Roberto Mina,,F,2,1,140,0,1,4,3,0,0/0,0,0,0.0,0.0,0,1,0,0.64,3,0,1,0,0,75.0,2005,post
Shalrie Joseph,,M,4,4,390,0,1,5,2,0,0/0,0,0,0.0,0.0,1,1,0,0.23,12,6,1,2,0,40.0,2005,post
Daniel Hernandez,,M,4,4,332,0,1,5,0,0,0/0,0,0,0.0,0.0,1,1,0,0.27,9,7,0,2,0,0.0,2005,post
Alain Nkong,,M,2,2,144,0,1,5,2,0,0/0,0,0,0.0,0.0,0,0,1,0.63,4,3,0,0,1,40.0,2005,post
Sergio Galvan Rey,,F,2,2,180,0,1,5,4,0,0/0,0,0,0.0,0.0,0,0,1,0.5,3,1,7,0,0,80.0,2005,post
Chris Gbandi,,D,2,2,210,0,1,6,3,0,0/0,0,0,0.0,0.0,0,1,0,0.43,3,3,0,1,0,50.0,2005,post
Chris Rolfe,,F,3,3,225,0,1,10,4,0,0/0,0,0,0.0,0.0,0,0,1,0.4,7,3,1,0,0,40.0,2005,post
Marshall Leonard,,M,2,2,101,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,7,6,1,0,0,,2005,post
Clyde Simms,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Ryan Suarez,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Eric Quill,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Samuel Caballero,,D,1,0,8,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,0,0,1,0,,2005,post
Wade Barrett,,D,2,2,162,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,2,0,1,0,,2005,post
Troy Dayak,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Richard Mulrooney,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Eddie Johnson,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Oscar Pareja,,M,1,0,20,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,,2005,post
Danny Califf,,D,2,2,180,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,3,0,0,0,,2005,post
Tyrone Marshall,,D,3,3,300,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,7,5,0,2,0,,2005,post
Leo Cullen,,M,3,3,236,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,0,0,0,0,,2005,post
Luchi Gonzalez,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Chris Leitch,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Wolde Harris,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Diego Serna,,F,1,0,11,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Brandon Prideaux,,D,2,2,180,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,5,0,0,0,,2005,post
C.J. Brown,,D,3,3,270,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,9,0,1,0,,2005,post
Craig Capano,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Jim Curtin,,D,3,3,270,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,1,0,0,0,,2005,post
Pablo Chinchilla,,D,1,1,90,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,0,0,0,0,,2005,post
Jeff Agoos,,D,2,2,180,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,3,0,0,0,,2005,post
Santino Quaranta,,M-F,2,2,135,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,3,0,1,0,,2005,post
Justin Mapp,,M,1,1,90,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,1,0,0,0,,2005,post
Brad Davis,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Mark Lisi,,M,2,2,175,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,2,0,0,0,,2005,post
Carey Talley,,D,1,0,24,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,,2005,post
Ante Razov,,F,1,0,5,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Pablo Mastroeni,,M,3,3,300,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,7,0,2,0,,2005,post
David Johnson,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Lubos Reiter,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
John Thorrington,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Mark Wilson,,M,2,2,111,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,3,0,0,0,,2005,post
Simo Valakari,,M,2,2,210,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,7,4,0,1,0,,2005,post
Tony Sanneh,,D,1,0,16,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Tony Lochhead,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Ricardo Phillips,,M-F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Andy Herron,,F,2,0,30,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,0,2,0,1,,2005,post
Michael Umaña,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Avery John,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Will Johnson,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Tim Ward,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Danny O'Rourke,,D,1,0,1,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Joseph Ngwenya,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
John Wilson,,D,1,1,90,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Stephen deRoux,,M-D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Bobby Boswell,,D,1,0,85,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,0,0,0,0,,2005,post
Will John,,M-F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Jeff Larentowicz,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Michael Parkhurst,,D,4,4,390,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,4,0,0,0,,2005,post
James Riley,,D,3,2,220,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,2,0,1,0,,2005,post
Andy Dorman,,M,1,0,29,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,,2005,post
Hunter Freeman,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Stephen Keel,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Ugo Ihemelu,,D,4,4,390,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,13,5,0,1,0,,2005,post
Marcelo Saragosa,,M,2,1,41,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,1,0,0,0,,2005,post
Abe Thompson,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Jason Hernandez,,D,2,2,180,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,0,0,0,0,,2005,post
Abbe Ibrahim,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Nat Borchers,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Facundo Erpen,,D,2,2,95,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,,2005,post
Leonard Griffin,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Amir Lowery,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Troy Roberts,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Quavas Kirk,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Alan Gordon,,F,3,0,28,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,1,0,0,,2005,post
Daniel Garipe,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Alecko Eskandarian,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Ian Russell,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Dan Gargan,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Mike Magee,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Todd Dunivant,,D,4,4,390,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,1,0,2,0,,2005,post
Tim Regan,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Jeff Parke,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Arturo Alvarez,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Drew Moor,,D,1,0,9,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
David Wagenfuhr,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Aaron Pitchkolan,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Alex Yi,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Kevin Goldthwaite,,D,1,0,16,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,,2005,post
Ryan Cochrane,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Chris Wondolowski,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Julian Nash,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Craig Waibel,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Guillermo Gonzalez,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Sasha Gotsmanov,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Jamie Holmes,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Steve Jolley,,D,2,2,210,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,0,0,1,0,,2005,post
Nana Kuffour,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Shawn Kuykendall,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Aaron Lanes,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Ryan Latham,,F,1,0,14,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Ricky Lewis,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Winston Marshall,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Tim Merritt,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Jared Montz,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Matt Nickell,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Fabrice Noel,,F,1,0,25,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0,,2005,post
Michael Nsien,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
John Pulido,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Orlando Ramirez,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Brett Rodriguez,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Marcos Romaneiro,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Andy Rosenband,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
David Stokes,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Jason Thompson,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Mario Torres,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
James Twellman,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Nick Van Sicklen,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Luke Vercollone,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
DeMetrius White,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Easton Wilson,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Roger Levesque,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Danilo Silva,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Josh Gardner,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Chris Aloisi,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Kenny Arena,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Ramon Bailey,,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Benjamin Benditson,,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Scott Buete,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Mubarike Chisoni,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Chris Corcoran,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Matt Crawford,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Ednaldo da Conceicao,,F,4,0,25,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,,2005,post
Tighe Dombrowski,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Connally Edozien,,F-M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Joshua Elbaum,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Michael Enfield,,M-F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Gilberto Flores,,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2005,post
Clarence Goodson,,D,2,2,210,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,0.0,2005,post
Lucio Filomeno,,F,1,0,44,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,2,0,1,0,0.0,2005,post
Carlos Mendes,,D,2,2,180,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,3,0,0,0,0.0,2005,post
Jamil Walker,,M-F,2,1,49,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,1,0,0,100.0,2005,post
Joshua Gros,,M-D,1,1,90,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,2005,post
Christian Gomez,,M,2,2,141,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,4,1,0,1,100.0,2005,post
Michael Bradley,,M,2,2,180,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,1,0,0,0,100.0,2005,post
Logan Pause,,M,3,3,270,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,6,0,0,0,0.0,2005,post
Ben Olsen,,M,1,1,90,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,1,0,0.0,2005,post
Mike Petke,,D,3,3,300,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,4,0,0,0,0.0,2005,post
Bryan Namoff,,D,2,2,180,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,2,0,0,0,0.0,2005,post
Eric Denton,,D,3,3,300,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,1,0,1,0,0.0,2005,post
Chris Armas,,M,1,1,90,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,2005,post
Ronald Cerritos,,F,2,1,84,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,1,0,0,0.0,2005,post
Eddie Robinson,,D,2,2,180,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,5,0,1,0,100.0,2005,post
