"Item_Name","Item_Description","Food_Category","Calories","Total_Fat","Saturated_Fat","Trans_Fat","Cholesterol","Sodium","Potassium","Carbohydrates","Protein","Sugar","Dietary_Fiber","Calories_100g","Total_Fat_100g","Saturated_Fat_100g","Trans_Fat_100g","Cholesterol_100g","Sodium_100g","Potassium_100g","Carbohydrates_100g","Protein_100g","Sugar_100g","Dietary_Fiber_100g"
"Chicken Maui Zaui w/ Zesty Red Sauce, Original, Small","Chicken Maui Zaui w/ Zesty Red Sauce, Original, Pizzas, Small","Pizza",230,10,6,0,30,580,NA,24,12,3,1,221,10,6,0,29,558,NA,23,12,3,1
"Chicken Maui Zaui w/ Zesty Red Sauce, Pan, Extra Large","Chicken Maui Zaui w/ Zesty Red Sauce, Pan, Pizzas, Extra Large","Pizza",330,13,8,0,40,810,NA,39,16,4,2,226,9,5,0,27,555,NA,27,11,3,1
"Chicken Maui Zaui w/ Zesty Red Sauce, Pan, Large","Chicken Maui Zaui w/ Zesty Red Sauce, Pan, Pizzas, Large","Pizza",330,12,8,0,35,800,NA,39,16,4,2,232,8,6,0,25,563,NA,27,11,3,1
"Chicken Maui Zaui w/ Zesty Red Sauce, Pan, Medium","Chicken Maui Zaui w/ Zesty Red Sauce, Pan, Pizzas, Medium","Pizza",360,14,8,0,40,880,NA,41,18,4,2,235,9,5,0,26,575,NA,27,12,3,1
"Chicken Maui Zaui w/ Zesty Red Sauce, Pan, Personal","Chicken Maui Zaui w/ Zesty Red Sauce, Pan, Pizzas, Personal","Pizza",220,8,5,0,25,550,NA,28,11,3,1,229,8,5,0,26,573,NA,29,11,3,1
"Chicken Maui Zaui w/ Zesty Red Sauce, Pan, Small","Chicken Maui Zaui w/ Zesty Red Sauce, Pan, Pizzas, Small","Pizza",320,12,7,0,35,780,NA,37,16,4,1,237,9,5,0,26,578,NA,27,12,3,1
"Chicken Maui Zaui w/ Zesty Red Sauce, Skinny, Large","Chicken Maui Zaui w/ Zesty Red Sauce, Skinny, Pizzas, Large","Pizza",220,10,6,0,35,540,NA,19,12,3,1,218,10,6,0,35,535,NA,19,12,3,1
"Chicken Maui Zaui w/ Zesty Red Sauce, Skinny, Medium","Chicken Maui Zaui w/ Zesty Red Sauce, Skinny, Pizzas, Medium","Pizza",240,11,6,0,35,600,NA,21,13,3,1,220,10,6,0,32,550,NA,19,12,3,1
"Chicken Maui Zaui w/ Zesty Red Sauce, Skinny, Personal","Chicken Maui Zaui w/ Zesty Red Sauce, Skinny, Pizzas, Personal","Pizza",150,7,3.5,0,25,370,NA,12,8,2,NA,224,10,5,0,37,552,NA,18,12,3,NA
"Chicken Maui Zaui w/ Zesty Red Sauce, Skinny, Small","Chicken Maui Zaui w/ Zesty Red Sauce, Skinny, Pizzas, Small","Pizza",200,10,5,0,30,510,NA,17,11,3,NA,217,11,5,0,33,554,NA,18,12,3,NA
"Pepperoni Pizza, Original, Extra Large","Pepperoni Pizza, Original, Pizzas, Extra Large","Pizza",240,11,5,0,30,610,NA,24,10,2,1,273,13,6,0,34,693,NA,27,11,2,1
"Pepperoni Pizza, Original, Medium","Pepperoni Pizza, Original, Pizzas, Medium","Pizza",270,12,6,0,35,700,NA,27,12,2,2,278,12,6,0,36,722,NA,28,12,2,2
"Pepperoni Pizza, Original, Personal","Pepperoni Pizza, Original, Pizzas, Personal","Pizza",160,8,3.5,0,25,430,NA,16,7,1,1,100,5,2,0,16,269,NA,10,4,1,1
"Pepperoni Pizza, Original, Small","Pepperoni Pizza, Original, Pizzas, Small","Pizza",230,11,5,0,30,590,NA,22,10,2,1,280,13,6,0,37,720,NA,27,12,2,1
"Pepperoni Pizza, Pan, Extra Large","Pepperoni Pizza, Pan, Pizzas, Extra Large","Pizza",320,13,6,0,35,800,NA,38,14,2,2,269,11,5,0,29,672,NA,32,12,2,2
"Pepperoni Pizza, Pan, Medium","Pepperoni Pizza, Pan, Pizzas, Medium","Pizza",350,14,7,0,40,850,NA,41,15,2,2,278,11,6,0,32,675,NA,33,12,2,2
"Pepperoni Pizza, Pan, Personal","Pepperoni Pizza, Pan, Pizzas, Personal","Pizza",210,8,3.5,0,20,520,NA,27,9,1,1,273,10,5,0,26,675,NA,35,12,1,1
"Pepperoni Pizza, Pan, Small","Pepperoni Pizza, Pan, Pizzas, Small","Pizza",300,12,6,0,35,740,NA,36,13,2,2,273,11,5,0,32,673,NA,33,12,2,2
"Pepperoni Pizza, Skinny, Medium","Pepperoni Pizza, Skinny, Pizzas, Medium","Pizza",230,12,6,0,35,610,NA,19,11,2,1,100,5,3,0,15,265,NA,8,5,1,0
"Pepperoni Pizza, Skinny, Personal","Pepperoni Pizza, Skinny, Pizzas, Personal","Pizza",140,8,3.5,0,25,380,NA,11,7,1,1,280,16,7,0,50,760,NA,22,14,2,2
"Pepperoni Pizza, Skinny, Small","Pepperoni Pizza, Skinny, Pizzas, Small","Pizza",190,10,5,0,30,520,NA,16,9,1,1,271,14,7,0,43,743,NA,23,13,1,1
"1 Slice, NY Cheese Pizza","1 Slice, NY Cheese Pizza w/ 100% Whole Milk Mozzarella, Made From Scratch Dough & Premium Tomato Sauce, XL NY Pizza, Slice & Whole","Pizza",430,15,7,0,40,970,NA,51,21,6,3,214,7,3,0,20,483,NA,25,10,3,1
"1 Slice, NY Sausage Pizza","1 Slice, NY Sausage Pizza, XL NY Pizza, Slice & Whole","Pizza",520,24,10,0,60,1390,NA,50,25,6,4,224,10,4,0,26,599,NA,22,11,3,2
"1 Slice, NY White Pizza","1 Slice, NY White Pizza, XL NY Pizza, Slice & Whole","Pizza",480,21,10,0,55,900,NA,50,22,5,2,236,10,5,0,27,443,NA,25,11,2,1
"Veggie Flatizza","Veggie Flatizza, Breakfast & Pizza","Pizza",410,17,8,0,35,850,NA,45,22,4,2,215,9,4,0,18,445,NA,24,12,2,1
"Pepperoni Flatizza","Pepperoni Flatizza, Breakfast & Pizza","Pizza",500,26,12,0,60,1340,NA,44,26,4,2,276,14,7,0,33,740,NA,24,14,2,1
"Cheese & Veggies Pizza, 8 in","Cheese & Veggies Pizza, 8 in Pizza, Breakfast & Pizza, 8 in","Pizza",740,25,11,0,50,1270,NA,100,36,9,5,194,7,3,0,13,333,NA,26,9,2,1
"Cheese Pizza, 8 in","Cheese Pizza, 8 in Pizza, Breakfast & Pizza, 8 in","Pizza",680,22,9,0,40,1070,NA,96,32,7,4,232,8,3,0,14,365,NA,33,11,2,1
"Pepperoni Pizza, 8 in","Pepperoni Pizza, 8 in Pizza, Breakfast & Pizza, 8 in","Pizza",790,32,13,0,60,1350,NA,96,38,8,4,245,10,4,0,19,418,NA,30,12,2,1
"Sausage Pizza, 8 in","Sausage Pizza, 8 in Pizza, Breakfast & Pizza, 8 in","Pizza",820,34,14,0,70,1420,NA,97,39,8,4,244,10,4,0,21,423,NA,29,12,2,1
"Spicy Italian Flatizza","Spicy Italian Flatizza, Breakfast & Pizza","Pizza",500,25,11,0,60,1290,NA,44,26,4,2,276,14,6,0,33,713,NA,24,14,2,1
"Cheese Flatizza","Cheese Flatizza, Breakfast & Pizza","Pizza",400,16,8,0,35,810,NA,43,21,3,2,255,10,5,0,22,516,NA,27,13,2,1
"Justaburger","Justaburger on a Small White Bun w/ 100% Pure American Beef, Mustard & Pickles, Kids","Burgers",300,11,3,0,20,750,NA,35,14,5,1,256,9,3,0,17,641,NA,30,12,4,1
"Whataburger Jr","Whataburger Jr on Large Bun w/ 100% Pure American Beef, Special Seasoning, Mustard, Pickles, Tomato, Diced Onions & Lettuce, Burgers","Burgers",310,11,4,0,20,750,NA,37,14,6,2,185,7,2,0,12,446,NA,22,8,4,1
"Whataburger","Whataburger on a Large Bun w/ 100% Ground Beef Patty, Lettuce, Tomato, Diced Onions, Pickles, Special Seasoning, Burgers","Burgers",590,25,8,1,45,1220,NA,62,29,12,4,187,8,3,0,14,386,NA,20,9,4,1
"Bacon & Cheese Whataburger","Bacon & Cheese Whataburger on Large Bun w/ Large 100% Beef Patty, Mustard, Lettuce, Tomato, Diced Onions, Pickles, American Cheese & Bacon, Burgers","Burgers",750,37,13,1,80,1910,NA,62,39,12,4,212,10,4,0,23,540,NA,18,11,3,1
"Double Meat Whataburger","Double Meat Whataburger on Large White Bun w/ Large 100% Beef Patty, Mustard, Lettuce, Tomato, Pickles, Diced Onions, Special Seasoning, Burgers","Burgers",830,44,14,2,90,1470,NA,62,47,12,4,208,11,4,1,23,368,NA,16,12,3,1
"Triple Meat Whataburger","Triple Meat Whataburger on a Large Bun w/ Large 100% Beef Patty, Mustard, Lettuce, Tomato, Pickles, Diced Onions, Special Seasoning, Burgers","Burgers",1080,63,21,3,130,1720,NA,62,65,12,4,223,13,4,1,27,355,NA,13,13,2,1
"Chop House Cheddar Burger","Chop House Cheddar Burger on Large White Bun w/ 2 100% Beef Patties, 2 Slices of Bacon, Grilled Onions, Cheddar Cheese & Creamy Steak Sauce, All Time Favorites, Only Available in Louisiana, Alabama, Mississippi, Georgia & Arkansas","Burgers",1110,69,26,2,150,1660,NA,61,60,12,3,298,18,7,1,40,445,NA,16,16,3,1
"Chop House Cheddar Burger Jr","Chop House Cheddar Burger Jr on Small White Bun w/ 1 100% Beef Patty, Bacon, Grilled Onions, Cheddar Cheese & Creamy Steak Sauce, All Time Favorites, Only Available in Louisiana, Alabama, Mississippi, Georgia & Arkansas","Burgers",600,36,13,1,80,1030,NA,37,32,7,1,313,19,7,1,42,536,NA,19,17,4,1
"Green Chile Double","Green Chile Double on Large White Bun w/ 2 100% Beef Patties, Monterey Jack Cheese, American Cheese, Green Chiles & Special Seasoning, All Time Favorites, Only Available in West Texas, Oklahoma, New Mexico & Arizona","Burgers",980,57,21,2,125,1950,NA,61,54,12,3,259,15,6,1,33,515,NA,16,14,3,1
"Green Chile Double Jr","Green Chile Double Jr on Small White Toasted Bun w/ 100% Beef Patty, Monterey Jack Cheese & American Cheese Slice, Hot Green Chiles & Special Seasoning, All Time Favorites, Only Available in West Texas, New Mexico & Arizona","Burgers",540,30,12,1,65,1310,NA,37,28,7,1,269,15,6,0,32,652,NA,18,14,3,0
"Whataburger Patty Melt","Whataburger Patty Melt on Texas Toast w/ 100% Beef Patty, Grilled Onions, 2 Slices Monterey Jack Cheese & Creamy Pepper Sauce, All Time Favorites","Burgers",940,61,21,2,125,1760,NA,45,49,6,1,284,18,6,1,38,532,NA,14,15,2,0
"Whataburger Patty Melt, Single","Whataburger Patty Melt on Texas Toast w/ 100% Beef Patty, Grilled Onions, Monterey Jack Cheese & Creamy Pepper Sauce, All Time Favorites, Single","Burgers",640,37,11,1,65,1200,NA,45,28,6,1,281,16,5,0,29,526,NA,20,12,3,0
"A1 Thick & Hearty Burger","A1 Thick & Hearty Burger on Large White Bun w/ 2 100% Beef Patties, Grilled Onions, Crispy Bacon, 1 Slice American Cheese & A.1. Thick & Hearty Sauce, All Time Favorites, Only Available in Texas & Oklahoma","Burgers",990,54,19,2,120,2080,NA,68,55,18,3,274,15,5,1,33,576,NA,19,15,5,1
"A1 Thick & Hearty Burger Jr","A1 Thick & Hearty Burger Jr on Small White Bun w/ 100% Pure American Beef Patty, Grilled Onions, Crispy Bacon, American Cheese Slice & A.1. Thick & Hearty Sauce, All Time Favorites, Only Available in Texas & Oklahoma","Burgers",530,28,10,1,65,1210,NA,40,29,9,1,290,15,5,1,36,661,NA,22,16,5,1
"Whataburger Whatameal","Whataburger Whatameal on Large White Toasted Bun w/ 100% Beef Patty, Mustard, Lettuce, Tomato, Pickles, Onions & Special Seasoning Salt, Medium Fries & 32 oz Drink, Burgers; Choice of: 32 oz Drink","Burgers",1310,46,10,1,45,1520,NA,196,34,94,8,118,4,1,0,4,137,NA,18,3,8,1
"Double Meat Whataburger Whatameal","Double Meat Whataburger Whatameal w/ 2 100% Beef Patties, Mustard, Lettuce, Tomato, Pickles, Onions & Special Seasoning Salt on a Large White Toasted Bun, Medium Fries & Choice of: 32 oz Drink","Burgers",1550,65,17,2,90,1760,NA,196,95,52,8,130,5,1,0,8,147,NA,16,8,4,1
"Triple Meat Whataburger Whatameal","Triple Meat Whataburger Whatameal w/ 3 100% Beef Patties, Mustard, Lettuce, Tomato, Pickles, Onions & Special Seasoning Salt on a Large White Toasted Bun, Medium Fries & 32 oz Coca Cola Classic, Burgers","Burgers",1800,84,23,3,135,2010,NA,196,70,95,8,141,7,2,0,11,157,NA,15,5,7,1
"Jalapeno & Cheese Whataburger","Jalapeno & Cheese Whataburger on a Large White Bun w/ 100% Beef Patty, Mustard, Tomato, Pickles, Onions, Special Seasoning Salt, American Cheese & Whole Sliced Jalapenos, Burgers","Burgers",680,32,12,1,65,1800,NA,63,34,12,4,193,9,3,0,18,511,NA,18,10,3,1
"Jalapeno & Cheese Whataburger Whatameal","Jalapeno & Cheese Whataburger Whatameal w/ Large 100% Beef Patty, Mustard, Lettuce, Tomato, Onion, Pickles, Sliced Jalapenos, Special Seasoning & American Cheese on a Large White Bun, Medium Fries & 32 oz Coca Cola Classic, Burgers","Burgers",1400,53,14,1,65,2090,NA,197,39,95,8,122,5,1,0,6,182,NA,17,3,8,1
"Bacon & Cheese Whataburger Whatameal","Bacon & Cheese Whataburger Whatameal w/ Large 100% Beef Patty, Mustard, Bacon, Lettuce, Tomato, Onions, Pickles, American Cheese & Special Seasoning on a Large White Bun, Medium Fries & 32 oz Coca Cola Classic, Burgers","Burgers",1470,58,16,1,80,2200,NA,196,44,94,8,128,5,1,0,7,192,NA,17,4,8,1
"Double Meat Whataburger Jr","Double Meat Whataburger Jr on a Small White Bun w/ 2 100% Beef Patties, Lettuce, Tomato, Mustard, Pickles, Onions & Special Seasoning, Burgers, Under 550 Calories","Burgers",420,20,6,1,40,870,NA,37,23,6,2,202,10,3,0,19,418,NA,18,11,3,1
"Double Meat Whataburger Jr Whatameal","Double Meat Whataburger Jr Whatameal w/ 2 100% Beef Patties, Mustard, Lettuce, Tomato, Pickles, Onion & Special Seasoning on a Small White Bun, Small Fries & 20 oz Coca Cola Classic, Burgers","Burgers",960,35,8,1,45,1070,NA,141,26,76,5,113,4,1,0,5,125,NA,17,3,9,1
"Whataburger Jr Whatameal","Whataburger Jr Whatameal w/ 100% Beef Patty, Mustard, Pickles, Lettuce, Tomato, Onion & Special Seasoning on a Small White Bun, Small Fries & 20 oz Coca Cola Classic, Burgers","Burgers",850,26,5,0,20,950,NA,142,18,77,5,104,3,1,0,2,116,NA,17,2,9,1
"Breakfast on a Bun w/ Bacon Whatameal","Breakfast on a Bun w/ Bacon Whatameal w/ Cracked Egg, Bacon, American Cheese, Special Seasoning on a Small White Bun, Hashbrown Sticks & 16 oz Coffee, Breakfast","Burgers",540,26,7,0,230,1410,NA,55,21,5,3,80,4,1,0,34,210,NA,8,3,1,0
"Whataburger Patty Melt Whatameal","Whataburger Patty Melt Whatameal w/ 2 Beef Patties, Grilled Onions, 2 Slices Monterey Jack Cheese & Creamy Pepper Sauce on Texas Toast, Fries & Coca Cola Classic, All Time Favorites","Burgers",1660,82,23,2,125,2050,NA,180,54,89,5,148,7,2,0,11,182,NA,16,5,8,0
"A1 Thick & Hearty Burger Whatameal","A1 Thick & Hearty Burger Whatameal w/ 2 Beef Patties, A.1. Thick & Hearty Sauce, Bacon, Onions, American Cheese & Special Seasoning on a Large White Bun, Coca Cola Classic Drink & Fries, All Time Favorites","Burgers",1810,76,22,2,120,2390,NA,232,60,130,7,130,5,2,0,9,171,NA,17,4,9,1
"A1 Thick & Hearty Burger Jr Whatameal","A1 Thick & Hearty Burger Jr Whatameal w/ 100% Beef Patty, Grilled Onions, Bacon, Special Seasoning, American Cheese, A.1. Thick & Hearty Sauce on a Small White Bun, Coca Cola Classic Drink & Fries, All Time Favorites, Only Available in Texas & Oklahoma","Burgers",1250,49,12,1,65,1500,NA,174,34,92,6,128,5,1,0,7,153,NA,18,3,9,1
"Chop House Cheddar Burger Whatameal","Chop House Cheddar Burger Whatameal w/ 2 100% Beef Patties, Bacon, Creamy Steak Sauce, Diced Onions, Cheddar Cheese & Special Seasoning on a Large White Bun, Coca Cola Classic & Fries, All Time Favorites, Only Available in Louisiana, Alabama, Mississippi, Georgia & Florida","Burgers",1940,91,28,2,150,1970,NA,225,65,124,7,138,6,2,0,11,140,NA,16,5,9,0
"Chop House Cheddar Burger Jr Whatameal","Chop House Cheddar Burger Jr Whatameal w/ 100% Beef Patty, Bacon, Creamy Steak Sauce, Diced Onions, Cheddar Cheese & Special Seasoning on a Small White Bun, Coca Cola Classic Drink & Fries, All Time Favorites, Only Available in Louisiana, Alabama, Mississippi, Georgia & Florida","Burgers",1430,58,15,1,80,1330,NA,201,36,119,6,117,5,1,0,7,108,NA,16,3,10,0
"Green Chile Double Whatameal","Green Chile Double Whatameal w/ 2 Beef Patties, American Cheese, Monterey Jack Cheese, Roasted Green Chiles & Special Seasoning on Large White Bun, Coca Cola Classic Drink & Fries, All Time Favorites, Only available in West Texas, New Mexico & Arizona","Burgers",1700,78,24,2,125,2240,NA,196,59,95,7,145,7,2,0,11,191,NA,17,5,8,1
"Green Chile Double Jr Whatameal","Green Chile Double Jr Whatameal w/ 2 100% Beef Patties, Green Chiles, Monterey Jack Cheese, American Cheese & Special Seasoning on a Small White Bun, Coca Cola Classic Drink & Fries, All Time Favorites, Only Available in West Texas, New Mexico & Arizona","Burgers",1260,51,14,1,70,1600,NA,171,33,89,6,127,5,1,0,7,161,NA,17,3,9,1
"Whataburger Jr w/ Bacon & Cheese","Whataburger Jr on a Small White Bun w/ Bacon, Cheese, 100% Beef Patty, Mustard, Lettuce, Tomato, Pickles, Onions & Special Seasoning, Under 550 Calories; Choice of Adding: Apple Slices & a Diet Drink","Burgers",400,18,7,0,40,1140,NA,37,21,6,2,211,9,4,0,21,600,NA,19,11,3,1
"Monterey Melt Whatameal","Monterey Melt Whatameal w/ 2 100% Beef Patties, American Cheese, Monterey Jack Cheese, Fire Roasted Red Pepper, Onion & Poblano Peppers, Special Seasoning & Jalapeno Ranch on a Large White Bun, 32 oz Coca Cola Classic Drink & French Fries, All Time Favorites","Burgers",1810,90,26,2,130,2470,NA,197,59,95,8,152,8,2,0,11,207,NA,17,5,8,1
"Monterey Melt Jr Whatameal","Monterey Melt Jr Whatameal w/ 2 100% Beef Patties, Special Seasoning, 20 oz Drink, Monterey Jack Cheese, American Cheese, Fire Roasted Vegetable Blend & Jalapeno Ranch Dressing on a Small White Bun, French Fries & 20 oz Coca Cola Classic Drink, All Time Favorites","Burgers",1330,59,16,1,75,1680,NA,172,33,89,6,132,6,2,0,7,167,NA,17,3,9,1
"Monterey Melt","Monterey Melt on a Large White Bun w/ Two Beef Patties, American & Monterey Jack Cheese, Grilled Peppers & Onions, Jalapeno Ranch Dressing, All Time Favorites","Burgers",1090,68,23,2,130,2180,NA,62,54,12,4,273,17,6,1,33,546,NA,16,14,3,1
"Monterey Melt Jr","Monterey Melt Jr on a Large White Bun w/ 100% Beef Patty, American Cheese, Monterey Jack Cheese, Special Seasoning, Grilled Onions, Red Pepper & Poblano Peppers, Jalapeno Ranch Dressing, All Time Favorites","Burgers",600,37,13,1,75,1390,NA,37,28,7,2,280,17,6,0,35,650,NA,17,13,3,1
"Justaburger Kids Meal","Justaburger Kids Meal w/ 100% Beef Patty, Special Seasoning, Mustard, Pickles, on a Small White Bun, Fruit Chews, Apple Slices & 1% Low Fat Milk, Kids","Burgers",520,14,5,0,35,890,NA,75,22,33,3,120,3,1,0,8,205,NA,17,5,8,1
"Whataburger Patty Melt, Single Whatameal","Whataburger Patty Melt Whatameal w/ 2 100% Beef Patties, Grilled Onions, Monterey Jack Cheese, Creamy Pepper Sauce on Texas Toast, Bun Oil, French Fries & Coca Cola Classic Drink, All Time Favorites, Single","Burgers",1360,58,14,1,70,1500,NA,180,33,89,5,133,6,1,0,7,147,NA,18,3,9,0
"Avocado Bacon Burger","Avocado Bacon Burger on Texas Toast w/ 100% Beef Patty, Bacon, Avocado, Onions, Tomatoes, American Cheese & Creamy Pepper Sauce, Burgers, Limited Time Only","Burgers",820,52,15,1,90,1600,NA,51,37,7,4,246,16,4,0,27,479,NA,15,11,2,1
"Avocado Bacon Burger Whatameal","Avocado Bacon Burger Whatameal on Texas Toast w/ 100% Beef Patty, Bacon, Avocado, Onions, Tomatoes, American Cheese & Creamy Pepper Sauce, Coca Cola Classic Drink & French Fries, Burgers, Limited Time Only","Burgers",1540,73,18,1,90,1890,NA,186,42,90,8,137,6,2,0,8,168,NA,16,4,8,1
"Biscuit Sandwich w/ Bacon Whatameal","Biscuit Sandwich w/ Bacon Whatameal w/ Cracked Egg, American Cheese & Bacon on a Buttermilk Biscuit, Hash Brown Potatoes & 16 oz Coffee, Breakfast","Burgers",730,48,16,0,230,1640,NA,53,20,2,3,104,7,2,0,33,233,NA,8,3,0,0
"Double Meat Whataburger Jr w/ Cheese","Double Meat Whataburger Jr on a Small White Bun w/ Cheese, 2 100% Beef Patties, American Cheese, Mustard, Lettuce, Tomato, Pickles, Onions & Special Seasoning, Under 550 Calories; Choice of Adding: Apples & Diet Drink","Burgers",470,24,9,1,50,1090,NA,37,26,6,2,213,11,4,0,23,493,NA,17,12,3,1
"Whataburger Patty Melt Whatameal w/ Lower Calorie Sides","Whataburger Patty Melt Whatameal w/ Lower Calorie Sides, 2 Beef Patties, Grilled Onions, 2 Slices Monterey Jack Cheese & Creamy Pepper Sauce on Texas Toast, Apple Slices & Unsweetened Iced Tea, All Time Favorites","Burgers",980,61,21,2,130,1790,NA,56,2,11,2,73,5,2,0,10,134,NA,4,0,1,0
"Whataburger Patty Melt, Single Whatameal w/ Lower Calorie Sides","Whataburger Patty Melt, Single Whatameal w/ Lower Calorie Sides, 2 100% Beef Patties, Creamy Pepper Sauce, 2 Slices Monterey Jack Cheese & Grilled Onions on Texas Toast, Apple Slices & Unsweetened Iced Tea, All Time Favorites","Burgers",680,37,11,1,70,1230,NA,56,28,11,2,55,3,1,0,6,100,NA,5,2,1,0
"A1 Thick & Hearty Burger Whatameal w/ Lower Calorie Sides","A1 Thick & Hearty Burger Whatameal w/ Lower Calorie Sides, 2 100% Beef Patties, Grilled Onions, Bacon, American Cheese & A.1. Thick & Hearty Sauce on a Large White Bun, Apple Slices & Unsweetened Iced Tea, All Time Favorites","Burgers",1030,54,19,2,120,2110,NA,78,55,23,4,75,4,1,0,9,154,NA,6,4,2,0
"A1 Thick & Hearty Burger Jr Whatameal w/ Lower Calorie Sides","A1 Thick & Hearty Burger Jr Whatameal w/ Lower Calorie Sides, 100% Beef Patty, Bacon, Onion, Special Seasoning, American Cheese & A.1. Thick & Hearty Sauce on a Small White Bun, Apple Slices & Unsweetened Iced Tea, All Time Favorites","Burgers",570,28,10,1,65,1240,NA,50,29,14,3,48,2,1,0,5,104,NA,4,2,1,0
"Monterey Melt Whatameal w/ Lower Calorie Sides","Monterey Melt Whatameal w/ Lower Calorie Sides, 2 100% Beef Patties, American Cheese, Monterey Jack Cheese, Grilled Pepper Blend, Grilled Onions & Jalapeno Ranch Dressing on a Small White Bun, Apple Slices & Unsweetened Iced Tea, All Time Favorites","Burgers",810,62,22,2,135,1660,NA,14,46,8,3,234,18,6,1,39,480,NA,4,13,2,1
"Monterey Melt Jr Whatameal w/ Lower Calorie Sides","Monterey Melt Jr Whatameal w/ Lower Calorie Sides, 2 100% Beef Patties, American Cheese, Monterey Jack Cheese, Special Seasoning, Grilled Pepper Blend, Grilled Onions & Jalapeno Ranch Dressing on a Small White Bun, Apple Slices & Unsweetened Iced Tea, All Time Favorites","Burgers",640,37,13,1,75,1420,NA,47,29,11,3,52,3,1,0,6,116,NA,4,2,1,0
"Chop House Cheddar Burger Whatameal w/ Lower Calorie Sides","Chop House Cheddar Burger Whatameal on Large White Bun w/ Lower Calorie Sides, 2 Beef Patties, Bacon, Grilled Onions, Cheddar Cheese, Special Seasoning & Creamy Steak Sauce, Apple Slices & Unsweetened Iced Tea, All Time Favorites, Only Available in Louisiana, Alabama, Mississippi, Georgia & Florida","Burgers",1130,68,26,2,155,1690,NA,71,61,17,4,82,5,2,0,11,123,NA,5,4,1,0
"Chop House Cheddar Burger Jr Whatameal w/ Lower Calorie Sides","Chop House Cheddar Burger Jr Whatameal on a Large White Bun w/ Lower Calorie Sides, 2 Beef Patties, Bacon, Grilled Onions, Cheddar Cheese, Special Seasoning & Creamy Steak Sauce, Apple Slices & Unsweetened Iced Tea, All Time Favorites, Only Available in Louisiana, Alabama, Mississippi, Georgia & Florida","Burgers",1130,68,26,2,155,1690,NA,71,61,17,4,82,5,2,0,11,123,NA,5,4,1,0
"Green Chili Double Whatameal w/ Lower Calorie Sides","Green Chili Double Whatameal w/ Lower Calorie Sides, 2 100% Beef Patties, Monterey Jack Cheese, American Cheese & Roasted Green Chiles on a Large White Bun, Apple Slices & Unsweetened Iced Tea, All Time Favorites, Only Available in West Texas, New Mexico & Arizona","Burgers",1020,57,21,2,125,1980,NA,72,55,17,4,74,4,2,0,9,143,NA,5,4,1,0
"Green Chili Double Jr Whatameal w/ Lower Calorie Sides","Green Chili Double Jr Whatameal w/ Lower Calorie Sides, 100% Beef Patty, Roasted Green Chiles, Monterey Jack Cheese, American Cheese & Special Seasoning on a Small White Bun, Apple Slices & Unsweetened Iced Tea, All Time Favorites, Only Available in West Texas, New Mexico & Arizona","Burgers",580,30,12,1,70,1340,NA,47,29,11,3,48,2,1,0,6,111,NA,4,2,1,0
"Whataburger Whatameal w/ Lower Calorie Sides","Whataburger Whatameal w/ Lower Calorie Sides, 100% Beef Patty, Special Seasoning, Mustard, Lettuce, Tomatoes, Pickles & Onions on a Toasted Five Inch Bun, Apple Slices & Unsweetened Iced Tea, Burgers","Burgers",630,25,8,1,45,1260,NA,72,29,17,5,48,2,1,0,3,95,NA,5,2,1,0
"Double Meat Whataburger Whatameal w/ Lower Calorie Sides","Double Meat Whataburger Whatameal w/ Lower Calorie Sides, 2 100% Seasoned Beef Patties, Mustard, Lettuce, Tomato, Pickles, Onions & Special Seasoning on a Large White Bun, Apple Slices & 32 oz Unsweetened Iced Tea, Burgers","Burgers",870,44,14,2,90,1500,NA,72,47,17,5,62,3,1,0,6,107,NA,5,3,1,0
"Triple Meat Whataburger Whatameal w/ Lower Calorie Sides","Triple Meat Whataburger Whatameal w/ Lower Calorie Sides, 3 100% Beef Patties, Mustard, Lettuce, Tomato, Pickles, Onions & Special Seasoning on Large White Bun, Apple Slices & Unsweetened Iced Tea, Burgers","Burgers",1120,63,21,3,135,1750,NA,72,65,17,5,75,4,1,0,9,118,NA,5,4,1,0
