"","Position","correct","randomiser.6l9g","Trial.Number","out_degree","in_degree","total_degree","Length","Log_Freq_HAL","Ortho_N","Phono_N","Concreteness_Rating","Age_Of_Acquisition","Female"
"7818",4,0,"List1",28,12,43,55,5,8.321,1,8,4.89,6.53,0
"7819",6,1,"List2",12,9,22,30,5,7.328,2,12,3.97,5.79,0
"7820",3,1,"List2",15,14,22,36,5,9.685,0,15,4.04,6.25,0
"7821",5,0,"List2",71,7,9,16,5,6.061,3,8,2.55,9.64,0
"7822",3,1,"List1",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7823",2,1,"List1",86,13,11,24,3,8.813,16,20,3.92,8.22,0
"7824",4,0,"List2",88,10,10,20,4,8.825,12,16,3.4,10.24,0
"7825",4,1,"List2",88,10,9,19,4,8.333,11,15,4.21,4.89,1
"7826",2,1,"List2",44,10,12,22,5,8.408,4,6,4.14,8.17,1
"7827",4,0,"List2",94,7,3,10,5,8.293,0,5,3.64,8.15,1
"7828",3,0,"List2",99,14,10,24,4,8.362,8,11,4,4.83,1
"7829",3,1,"List2",27,8,3,11,4,8.22,13,17,4.9,8.31,0
"7830",1,1,"List2",91,13,2,15,4,7.567,4,33,4.41,7.52,0
"7831",4,1,"List2",16,14,8,22,4,7.705,13,31,4.84,5.83,0
"7832",3,0,"List1",99,8,2,10,5,6.389,7,4,5,7.84,0
"7833",4,0,"List2",16,13,2,15,5,8.182,2,9,4,8.26,0
"7834",5,1,"List1",53,14,4,18,4,8.139,10,17,3.39,7.74,1
"7835",2,1,"List1",38,12,5,17,3,8.966,4,3,4.14,9.419,0
"7836",4,0,"List2",4,12,1,13,5,6.582,5,9,3.19,6.11,0
"7837",4,1,"List1",82,13,118,131,4,11.196,10,23,4.07,5.17,0
"7838",1,1,"List1",7,12,17,29,4,10.8,8,8,2.15,4.22,0
"7839",4,1,"List2",52,11,8,19,5,7.31,2,12,4.86,6.53,0
"7840",3,0,"List2",45,12,22,34,5,8.492,0,2,2.93,8.11,0
"7841",2,1,"List1",2,18,4,22,5,7.51,3,6,3.66,8.84,1
"7842",2,0,"List1",116,16,3,19,4,7.591,13,28,3.86,9.72,1
"7843",6,0,"List2",72,13,98,111,4,8.969,15,21,1.97,5.83,1
"7844",5,0,"List2",89,14,22,36,5,9.685,0,15,4.04,6.25,1
"7845",4,1,"List1",28,11,58,69,5,9.72,4,6,4.96,4,1
"7846",6,0,"List2",96,22,5,27,4,7.594,6,11,2.43,5.5,0
"7847",6,0,"List2",114,10,8,18,4,8.498,11,25,4.13,4.95,1
"7848",3,0,"List2",81,8,4,12,6,8.355,0,7,4.84,4.94,0
"7849",4,0,"List1",22,11,8,19,6,7.26,1,5,4.55,11.83,1
"7850",1,1,"List2",97,16,53,74,5,9.211,4,5,4.89,8.11,0
"7851",5,0,"List2",71,7,6,13,6,5.565,1,0,4.3,8.05,0
"7852",6,0,"List1",30,12,9,21,5,9.33,3,8,4.59,8.3,0
"7853",3,1,"List1",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7854",2,1,"List1",56,16,4,20,5,8.404,4,15,4.42,7.16,1
"7855",1,1,"List2",43,14,3,17,4,7.567,6,33,3.81,7.58,0
"7856",4,1,"List1",118,16,20,36,5,9.474,3,17,4.93,5.05,1
"7857",4,0,"List1",64,11,11,23,4,8.438,10,21,4.13,6.05,1
"7858",3,0,"List1",63,13,11,24,3,8.813,16,20,3.92,8.22,0
"7859",4,0,"List1",28,14,14,28,5,8.734,3,8,3.62,8.16,0
"7860",6,0,"List2",42,14,3,17,4,7.567,6,33,3.81,7.58,0
"7861",6,0,"List2",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7862",3,0,"List2",117,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7863",3,1,"List1",15,13,17,30,5,8.365,9,9,2.96,4.22,0
"7864",6,0,"List1",66,10,14,24,5,9.632,6,4,3.12,6.05,0
"7865",4,1,"List2",16,14,3,17,5,7.509,5,13,4.68,6.776,1
"7866",3,0,"List1",75,15,19,34,4,10.384,5,30,1.86,6.17,0
"7867",5,1,"List2",41,15,21,36,5,8.926,9,16,4.56,7.06,0
"7868",6,0,"List2",42,14,2,16,7,6.974,3,5,3.74,7.94,1
"7869",4,0,"List2",10,9,2,11,5,6.837,3,8,2.47,8.8,0
"7870",4,0,"List2",112,10,8,18,6,7.627,0,2,4.56,9,0
"7871",1,1,"List2",109,14,8,22,4,7.705,13,31,4.84,5.83,0
"7872",5,0,"List2",119,14,30,44,3,9.767,18,35,1.85,6.74,0
"7873",2,0,"List2",68,7,11,18,4,7.191,14,31,4.68,6.8,1
"7874",2,0,"List1",2,13,17,30,5,8.365,9,9,2.96,4.22,1
"7875",3,0,"List2",111,7,0,7,5,8.659,4,8,2.88,4,1
"7876",5,1,"List2",113,7,3,10,5,8.293,0,5,3.64,8.15,1
"7877",1,1,"List2",109,13,4,17,3,9.216,3,14,4.64,7.52,0
"7878",6,1,"List1",120,5,3,8,4,7.682,3,29,4.63,8.53,0
"7879",5,0,"List1",11,14,18,32,5,7.529,6,19,4.9,5.53,0
"7880",2,1,"List1",8,6,32,38,4,8.443,15,24,2.37,8.05,0
"7881",4,1,"List1",58,6,8,14,6,6.887,1,2,3.85,9.17,1
"7882",5,0,"List2",11,15,2,18,7,5.948,0,3,3.74,8.17,0
"7883",4,0,"List2",52,16,8,24,6,9.18,2,6,3,8.63,0
"7884",6,1,"List2",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7885",5,0,"List1",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7886",3,0,"List2",99,11,15,26,3,9.523,10,22,2.89,7.1,0
"7887",5,0,"List1",89,14,3,17,5,9.437,6,17,3.82,6.72,0
"7888",4,1,"List2",94,12,4,16,6,7.851,1,5,2.46,8.37,1
"7889",6,1,"List1",96,8,5,13,5,9.806,2,4,4,8.53,0
"7890",4,0,"List2",106,11,1,12,5,6.506,1,14,4.28,7,1
"7891",4,1,"List2",94,13,8,21,4,9.769,11,12,4.8,7.17,0
"7892",6,0,"List1",108,13,4,17,5,7.024,3,5,3.44,9.74,1
"7893",2,0,"List2",38,14,3,17,4,7.567,6,33,3.81,7.58,0
"7894",1,1,"List1",7,18,21,39,4,10.34,8,22,2.54,6.33,0
"7895",2,1,"List2",38,19,3,22,6,8.515,2,6,3.73,8.076,0
"7896",3,1,"List1",57,14,46,60,3,8.322,9,32,2.52,5.32,0
"7897",3,0,"List2",27,18,12,30,5,7.993,2,16,3.97,6.11,0
"7898",6,0,"List2",120,7,3,10,4,8.824,11,27,4.67,7.68,1
"7899",6,1,"List2",42,16,9,25,4,8.642,14,30,4.56,5.79,0
"7900",2,0,"List2",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7901",5,1,"List2",47,12,4,16,4,8.381,13,27,3.33,7.89,0
"7902",1,1,"List2",37,10,6,16,4,8.187,6,10,2.79,11.39,1
"7903",5,1,"List2",113,11,3,14,4,6.45,3,9,2.27,9.28,1
"7904",6,0,"List2",12,10,7,17,4,7.35,6,5,4.43,6.95,1
"7905",1,1,"List1",97,14,18,32,5,7.529,6,19,4.9,5.53,0
"7906",5,0,"List1",53,16,16,32,4,8.931,9,17,4.88,5.5,1
"7907",5,0,"List2",101,10,8,18,4,8.498,11,25,4.13,4.95,0
"7908",1,0,"List2",115,12,4,16,6,7.851,1,5,2.46,8.37,0
"7909",3,0,"List1",63,8,2,10,5,7.277,3,8,4.38,9.28,0
"7910",3,0,"List1",9,12,3,15,5,7.74,1,9,4.34,8.35,0
"7911",4,1,"List1",40,13,118,131,4,11.196,10,23,4.07,5.17,0
"7912",2,0,"List1",116,6,6,12,5,6.922,3,16,4.09,8.7,0
"7913",6,1,"List2",102,8,4,12,6,8.355,0,7,4.84,4.94,0
"7914",2,1,"List1",38,9,19,28,4,6.741,3,15,3.43,5.79,0
"7915",6,0,"List2",84,19,14,33,5,8.158,2,9,5,8.47,0
"7916",2,0,"List2",92,19,4,23,5,9.285,3,4,3.74,9.83,1
"7917",5,0,"List2",59,16,1,17,4,7.174,14,22,2.04,7.58,1
"7918",4,1,"List1",46,11,25,36,5,9.821,4,10,4.87,7.68,1
"7919",4,1,"List2",22,11,15,26,3,9.523,10,22,2.89,7.1,0
"7920",6,0,"List1",66,8,5,13,5,9.806,2,4,4,8.53,0
"7921",5,0,"List2",71,12,34,46,5,8.722,4,20,2.23,5.11,1
"7922",2,0,"List1",74,14,2,16,4,6.989,13,27,4.5,7.6,0
"7923",2,1,"List1",8,18,14,32,3,9.062,18,23,4.29,7.05,1
"7924",2,1,"List1",56,16,4,20,5,8.404,4,15,4.42,7.16,0
"7925",2,1,"List1",44,14,45,59,3,9.608,12,34,4.81,4.74,0
"7926",3,0,"List2",117,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7927",6,0,"List1",6,10,8,18,6,7.627,0,2,4.7,9,0
"7928",4,0,"List2",16,17,96,113,3,10.764,13,24,4.83,5.58,1
"7929",1,1,"List2",85,12,4,16,6,7.851,1,5,2.46,8.37,1
"7930",4,1,"List1",100,17,6,23,4,8.582,9,13,2.48,8.05,1
"7931",1,1,"List2",7,18,11,29,5,7.482,5,18,4.59,5.24,1
"7932",5,0,"List2",5,16,4,19,4,7.81,14,19,3.97,7.33,0
"7933",2,1,"List1",98,9,37,46,5,10.106,8,13,5,4.42,0
"7934",6,0,"List2",84,7,0,7,5,8.659,4,8,2.88,4,1
"7935",1,1,"List2",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7936",5,0,"List2",23,16,8,24,6,9.18,2,6,3,8.63,0
"7937",2,1,"List1",68,13,2,15,5,7.264,3,8,3.93,7.72,0
"7938",3,0,"List1",45,16,4,20,5,7.257,5,12,3.96,7.89,0
"7939",5,0,"List1",95,14,45,59,3,9.608,12,34,4.81,4.74,0
"7940",2,1,"List2",86,11,7,18,5,8.765,3,13,3.19,8.17,0
"7941",4,0,"List1",16,10,3,13,4,6.933,1,9,1.86,9.28,1
"7942",4,1,"List2",76,16,9,25,4,8.642,14,30,4.56,5.79,0
"7943",6,0,"List1",90,14,2,16,4,6.989,13,27,4.5,7.6,0
"7944",6,1,"List1",6,15,3,18,5,8.108,1,4,3.07,8.89,1
"7945",2,0,"List2",26,16,104,120,5,10.136,4,5,4.76,3.95,1
"7946",5,0,"List2",5,8,4,12,6,8.355,0,7,4.84,4.94,0
"7947",6,0,"List2",72,10,6,16,4,8.187,6,10,2.79,11.39,0
"7948",1,1,"List2",97,13,8,21,4,9.769,11,12,4.8,7.17,1
"7949",3,1,"List2",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7950",1,1,"List2",49,14,8,22,5,9.164,2,3,4.81,6.65,1
"7951",2,1,"List1",26,11,8,19,6,7.26,1,5,4.55,11.83,1
"7952",4,1,"List1",64,16,20,36,5,9.474,3,17,4.93,5.05,1
"7953",5,0,"List2",47,11,15,26,3,9.523,10,22,2.89,7.1,0
"7954",2,1,"List1",110,12,18,30,6,10.954,1,8,4.83,7.06,0
"7955",6,1,"List2",66,7,19,26,4,9.038,10,33,4.2,7.11,1
"7956",4,1,"List2",64,15,53,68,4,9.211,9,13,3.83,6.16,1
"7957",3,0,"List1",111,8,2,10,5,7.277,3,8,4.38,9.28,0
"7958",6,1,"List2",42,11,15,26,3,9.523,10,22,2.89,7.1,1
"7959",5,1,"List2",83,12,4,16,5,5.204,2,25,5,9.74,0
"7960",4,1,"List2",88,11,98,109,5,9.179,5,4,3.7,4.22,1
"7961",3,1,"List1",51,20,2,22,5,8.338,5,11,2.63,8.95,0
"7962",4,0,"List2",34,12,5,17,5,7.62,2,11,4.93,6.11,0
"7963",5,1,"List1",77,16,20,36,5,9.474,3,17,4.93,5.05,0
"7964",3,0,"List2",111,16,8,24,6,9.18,2,6,3,8.63,0
"7965",1,1,"List1",37,18,11,29,4,10.294,16,36,2.25,5.55,1
"7966",5,0,"List1",35,15,9,24,5,7.302,4,15,4.4,8.5,1
"7967",6,1,"List2",12,11,98,109,5,9.179,5,4,3.7,4.22,1
"7968",5,1,"List2",107,16,9,25,4,8.642,14,30,4.56,5.79,0
"7969",1,1,"List1",97,11,3,14,6,8.028,2,7,4.32,7.39,0
"7970",3,1,"List1",57,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7971",6,0,"List2",60,12,4,16,6,7.851,1,5,2.46,8.37,0
"7972",6,0,"List1",6,11,11,23,4,8.438,10,21,4.13,6.05,1
"7973",6,1,"List1",114,13,2,15,5,7.264,3,8,3.93,7.72,1
"7974",6,0,"List2",18,8,3,11,4,8.22,13,17,4.9,8.31,0
"7975",1,1,"List2",61,19,14,33,5,8.158,2,9,5,8.47,0
"7976",2,0,"List2",116,1,10,11,4,8.301,9,12,3.38,8.11,0
"7977",5,0,"List2",77,7,3,10,4,6.762,2,4,4.11,7.3,0
"7978",2,1,"List2",2,14,2,16,5,6.652,3,10,3.77,7.63,0
"7979",6,0,"List1",96,13,7,20,5,7.728,5,13,4.19,6,0
"7980",1,1,"List2",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7981",4,1,"List2",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7982",6,0,"List1",18,11,9,20,5,8.919,0,1,3.64,8.78,0
"7983",4,0,"List1",40,8,4,12,5,8.3,1,3,3.04,7.79,0
"7984",6,0,"List2",120,4,3,7,5,6.862,3,4,4.57,7.95,0
"7985",1,0,"List2",61,12,1,13,5,6.582,5,9,3.19,6.11,0
"7986",3,1,"List2",117,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7987",2,1,"List1",62,8,5,13,5,9.806,2,4,4,8.53,1
"7988",4,1,"List2",40,11,5,16,5,9.906,7,14,4.03,6.94,0
"7989",3,1,"List1",51,20,2,22,5,8.338,5,11,2.63,8.95,0
"7990",2,1,"List1",116,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7991",5,0,"List2",71,13,42,55,4,9.524,10,24,3.19,7.56,0
"7992",5,0,"List1",11,8,2,10,5,7.277,3,8,4.38,9.28,0
"7993",1,0,"List1",55,11,9,20,5,8.919,0,1,3.64,8.78,0
"7994",5,0,"List2",83,12,0,12,4,8.51,8,14,3.17,3.05,1
"7995",2,0,"List2",68,13,5,18,4,7.291,10,7,3.6,9.58,0
"7996",5,0,"List1",107,9,12,21,5,10.356,1,6,4.3,7.67,0
"7997",1,0,"List1",91,16,4,20,5,8.404,4,15,4.42,7.16,1
"7998",4,0,"List1",28,14,10,24,5,8.753,4,8,3.45,7.49,0
"7999",6,1,"List2",18,11,11,22,4,8.371,15,34,3.03,7.47,0
"8000",4,1,"List1",52,8,5,13,5,9.806,2,4,4,8.53,0
"8001",2,0,"List1",110,14,4,18,5,8.139,1,4,3.07,8.63,0
"8002",5,1,"List2",107,9,2,11,4,6.69,5,6,4.39,9.82,1
"8003",4,0,"List1",94,14,20,34,4,10.721,14,34,3.82,5.26,0
"8004",3,0,"List2",45,12,17,29,3,8.83,14,27,4.21,6.17,1
"8005",5,0,"List1",107,6,32,38,4,8.443,15,24,2.37,8.05,0
"8006",5,0,"List2",17,7,2,9,4,6.346,16,31,3.37,8.95,1
"8007",4,0,"List1",112,17,4,21,5,7.026,3,14,4.2,9.89,1
"8008",4,1,"List2",76,12,10,22,5,9.604,2,16,3.83,6.21,0
"8009",4,0,"List1",82,15,19,34,4,10.384,5,30,1.86,6.17,0
"8010",1,0,"List1",49,14,8,22,5,9.686,1,3,3.75,7.65,0
"8011",6,1,"List1",24,12,36,48,6,10.314,5,15,3.9,7.47,1
"8012",2,1,"List2",98,13,4,17,6,7.863,1,2,2.61,7.17,1
"8013",6,0,"List1",114,12,3,15,5,7.74,1,9,4.34,8.35,0
"8014",2,1,"List1",8,8,52,60,5,9.33,4,10,3.84,6.17,0
"8015",3,1,"List1",21,13,13,26,5,7.878,2,7,2.82,5.83,1
"8016",4,0,"List2",76,11,1,12,5,6.506,1,14,4.28,7,0
"8017",5,0,"List2",77,12,4,16,6,7.851,1,5,2.46,8.37,0
"8018",4,0,"List1",118,16,4,20,5,7.257,5,12,3.96,7.89,0
"8019",1,1,"List2",43,12,6,18,5,7.363,3,10,4.72,11.05,1
"8020",2,1,"List2",38,13,4,17,4,8.345,10,17,2.89,5.74,0
"8021",3,1,"List2",111,8,3,11,4,8.22,13,17,4.9,8.31,0
"8022",4,1,"List2",100,10,2,12,5,8.053,2,8,1.86,9,0
"8023",5,1,"List2",17,13,2,15,5,8.182,2,9,4,8.26,1
"8024",1,1,"List1",37,17,11,28,4,8.097,12,27,4.85,6.44,0
"8025",2,0,"List1",56,10,11,21,5,7.678,2,26,4.07,7.59,0
"8026",6,0,"List2",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"8027",5,0,"List1",35,13,118,131,4,11.196,10,23,4.07,5.17,1
"8028",1,1,"List1",109,11,2,13,5,10.017,5,9,2.38,7.17,0
"8029",3,1,"List1",33,9,19,28,4,6.741,3,15,3.43,5.79,1
"8030",5,0,"List1",113,11,9,20,5,8.919,0,1,3.64,8.78,0
"8031",6,0,"List2",48,14,2,16,5,6.652,3,10,3.77,7.63,1
"8032",3,1,"List1",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"8033",6,0,"List1",78,10,1,11,3,8.59,14,26,3.67,4.05,1
"8034",5,0,"List1",11,13,2,15,5,7.264,3,8,3.93,7.72,0
"8035",3,0,"List1",99,12,43,55,5,8.321,1,8,4.89,6.53,1
"8036",5,0,"List2",53,10,12,22,5,8.408,4,6,4.14,8.17,1
"8037",3,1,"List2",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"8038",5,0,"List2",107,18,11,29,5,7.482,5,18,4.59,5.24,0
"8039",5,0,"List1",53,13,15,28,5,7.897,2,11,4.07,8.67,1
"8040",3,1,"List2",81,9,2,11,4,6.69,5,6,4.39,9.82,1
"8041",3,0,"List2",69,14,18,32,4,10.218,12,31,4.34,5.94,0
"8042",6,0,"List2",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"8043",5,0,"List1",89,11,2,13,6,6.56,2,4,3.86,8.18,0
"8044",6,0,"List2",102,18,12,30,5,7.993,2,16,3.97,6.11,0
"8045",5,0,"List1",83,11,8,19,6,7.26,1,5,4.55,11.83,0
"8046",3,1,"List2",117,14,3,17,4,8.345,12,17,2.89,5.74,0
"8047",5,0,"List2",17,12,0,12,4,8.51,8,14,3.17,3.05,0
"8048",2,1,"List2",44,13,10,23,4,9.051,4,35,3.89,7.39,1
"8049",3,0,"List2",45,6,17,23,4,9.955,9,13,3.72,7.4,1
"8050",4,0,"List2",64,11,17,28,4,7.65,3,4,2.85,8,1
"8051",2,1,"List2",92,12,8,20,4,9.216,10,21,3.79,11.06,0
"8052",3,1,"List2",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"8053",3,0,"List2",15,9,4,13,6,7.564,3,3,4.46,10.21,0
"8054",3,1,"List2",9,11,11,22,4,8.371,15,34,3.03,7.47,0
"8055",6,0,"List1",66,11,14,26,4,10.8,9,1,1.87,8.39,0
"8056",3,1,"List1",75,3,6,9,3,6.486,13,13,3.63,6.21,0
"8057",5,0,"List2",5,14,8,22,4,7.705,13,31,4.84,5.83,0
"8058",6,1,"List2",72,7,3,10,4,8.824,11,27,4.67,7.68,0
"8059",2,0,"List1",68,16,11,27,4,9.609,10,17,4.86,6.37,0
"8060",3,1,"List2",9,11,98,109,5,9.179,5,4,3.7,4.22,0
"8061",2,1,"List2",56,10,7,17,4,7.35,6,5,4.43,6.95,0
"8062",5,0,"List2",53,13,98,111,4,8.969,15,21,1.97,5.83,1
"8063",1,1,"List1",61,16,11,27,4,9.609,10,17,4.86,6.37,1
"8064",2,0,"List2",116,22,5,27,4,7.594,6,11,2.43,5.5,1
"8065",1,1,"List1",67,14,45,59,3,9.608,12,34,4.81,4.74,1
"8066",3,0,"List1",9,10,11,21,5,7.678,2,26,4.07,7.59,0
"8067",1,1,"List1",37,12,10,22,4,9.414,6,24,3.5,7.32,1
"8068",2,0,"List1",110,14,20,34,4,10.721,14,34,3.82,5.26,0
"8069",4,1,"List1",94,14,18,32,5,7.529,6,19,4.9,5.53,0
"8070",6,0,"List2",120,7,0,7,5,8.659,4,8,2.88,4,1
"8071",1,1,"List2",13,13,2,15,5,8.182,2,9,4,8.26,1
"8072",4,0,"List1",94,16,4,20,5,7.257,5,12,3.96,7.89,1
"8073",1,0,"List2",73,7,6,13,6,5.565,1,0,4.3,8.05,0
"8074",4,0,"List1",94,14,5,19,4,7.955,14,16,4.62,4.67,0
"8075",1,1,"List1",97,14,8,22,5,9.686,1,3,3.75,7.65,1
"8076",1,1,"List1",61,16,3,19,4,7.591,13,28,3.86,9.72,1
"8077",2,0,"List2",92,12,8,20,4,9.216,10,21,3.79,11.06,0
"8078",6,1,"List2",84,12,1,13,5,7.65,2,10,4.41,9.42,0
"8079",5,0,"List1",89,17,6,23,4,8.582,9,13,2.48,8.05,1
"8080",3,1,"List1",3,15,9,24,5,7.302,4,15,4.4,8.5,0
"8081",6,0,"List2",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"8082",2,1,"List2",62,7,6,13,6,5.565,1,0,4.3,8.05,1
"8083",2,1,"List2",26,7,19,26,4,9.038,10,33,4.2,7.11,0
"8084",5,0,"List1",83,14,3,17,5,9.054,6,11,3.66,6.84,1
"8085",6,0,"List2",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"8086",6,0,"List2",6,12,5,17,4,7.291,10,7,3.6,9.58,0
"8087",4,1,"List2",82,14,10,24,4,8.362,8,11,4,4.83,0
"8088",6,1,"List2",102,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"8089",3,1,"List2",39,8,22,30,5,7.795,3,14,3.97,5.94,0
"8090",5,0,"List2",11,13,98,111,4,8.969,15,21,1.97,5.83,0
"8091",3,1,"List1",105,14,46,60,3,8.322,9,32,2.52,5.32,0
"8092",6,0,"List2",66,11,15,26,3,9.523,10,22,2.89,7.1,1
"8093",5,1,"List1",101,6,8,14,6,6.887,1,2,3.85,9.17,0
"8094",3,1,"List1",75,12,3,15,5,7.428,4,3,3.24,8.74,1
"8095",4,0,"List2",106,10,20,30,4,8.747,13,22,3.13,8.79,0
"8096",6,1,"List1",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"8097",1,1,"List2",7,13,1,14,4,7.622,4,11,4.68,6.81,0
"8098",4,1,"List2",82,12,0,12,4,8.51,8,14,3.17,3.05,0
"8099",1,1,"List2",43,16,8,24,6,9.18,2,6,3,8.63,0
"8100",3,0,"List2",21,12,4,16,6,7.851,1,5,2.46,8.37,1
"8101",3,1,"List1",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"8102",3,1,"List2",57,11,3,14,4,6.45,3,9,2.27,9.28,1
"8103",3,1,"List1",33,12,10,22,4,9.414,6,24,3.5,7.32,1
"8104",6,0,"List1",72,11,1,12,5,6.763,3,3,4.78,7.58,0
"8105",1,1,"List2",31,16,2,18,5,7.01,3,3,3.56,8.79,0
"8106",3,0,"List1",51,11,1,12,5,6.763,3,3,4.78,7.58,0
"8107",4,0,"List1",16,17,6,23,4,8.582,9,13,2.48,8.05,0
"8108",3,1,"List2",33,13,5,18,4,7.291,10,7,3.6,9.58,1
"8109",6,0,"List2",108,7,2,9,4,6.346,16,31,3.37,8.95,1
"8110",4,1,"List2",28,12,10,22,5,9.604,2,16,3.83,6.21,1
"8111",6,0,"List1",12,12,3,15,5,7.428,4,3,3.24,8.74,0
"8112",1,1,"List2",73,15,8,24,6,9.18,9,6,4.96,7.84,1
"8113",1,1,"List2",43,9,3,12,3,6.601,13,21,3.43,7.94,0
"8114",1,1,"List1",55,12,9,21,5,9.33,3,8,4.59,8.3,0
"8115",1,1,"List1",1,14,18,32,5,7.529,6,19,4.9,5.53,0
"8116",3,1,"List2",111,11,15,26,3,9.523,10,22,2.89,7.1,1
"8117",2,1,"List2",104,16,8,24,6,9.18,2,6,3,8.63,0
"8118",6,0,"List1",60,11,3,14,5,6.933,2,9,2.59,10.22,0
"8119",6,0,"List1",72,14,14,28,5,8.734,3,8,3.62,8.16,0
"8120",4,1,"List1",4,16,3,19,4,7.148,1,20,3.1,9.26,0
"8121",1,0,"List2",73,12,4,16,6,7.851,1,5,2.46,8.37,1
"8122",5,0,"List2",83,10,8,18,5,8.921,7,13,4,6.94,0
"8123",4,1,"List2",40,10,9,19,4,8.333,11,15,4.21,4.89,0
"8124",4,1,"List2",52,13,4,17,4,8.345,10,17,2.89,5.74,1
"8125",6,0,"List2",84,19,4,23,5,9.285,3,4,3.74,9.83,0
"8126",3,0,"List2",93,13,8,21,4,9.769,11,12,4.8,7.17,0
"8127",3,1,"List2",21,14,2,16,7,6.974,3,5,3.74,7.94,0
"8128",1,1,"List2",97,15,1,17,4,7.174,14,22,2.04,7.58,1
"8129",2,0,"List2",26,8,19,28,3,9.523,9,13,4.64,5.37,1
"8130",3,1,"List2",99,10,3,13,4,8.331,8,12,3.46,11.05,0
"8131",6,0,"List1",30,12,9,21,5,9.33,3,8,4.59,8.3,0
"8132",6,1,"List2",12,9,22,30,5,7.328,2,12,3.97,5.79,0
"8133",4,0,"List1",76,6,6,12,5,6.922,3,16,4.09,8.7,0
"8134",2,0,"List2",44,16,4,19,4,7.81,14,19,3.97,7.33,1
"8135",3,1,"List2",75,9,4,13,6,7.564,3,3,4.46,10.21,1
"8136",2,1,"List1",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"8137",4,0,"List1",118,8,2,10,4,7.343,8,7,3.93,6.68,0
"8138",3,0,"List2",87,9,15,24,5,8.27,1,10,2.7,8.39,0
"8139",1,1,"List2",115,14,6,20,5,8.587,5,7,4.87,4.21,1
"8140",5,1,"List1",41,14,5,19,3,7.955,14,26,4.62,5.795,0
"8141",2,0,"List2",50,9,2,11,4,8.535,12,8,3.85,10.1,1
"8142",2,0,"List2",8,13,14,27,5,8.828,4,4,4.7,6.33,0
"8143",1,1,"List2",61,14,3,17,4,7.567,6,33,3.81,7.58,0
"8144",2,0,"List1",62,14,10,24,5,8.753,4,8,3.45,7.49,1
"8145",1,1,"List1",13,6,2,9,4,6.232,16,31,3.37,8.95,0
"8146",5,1,"List2",77,10,2,12,5,8.053,2,8,1.86,9,1
"8147",6,1,"List2",30,11,1,12,5,6.506,1,14,4.28,7,1
"8148",4,0,"List2",52,8,22,30,5,7.795,3,14,3.97,5.94,1
"8149",3,0,"List1",75,11,13,24,4,8.719,5,11,3.27,6.83,0
"8150",2,1,"List1",68,11,4,15,4,8.079,5,24,3.83,5.55,0
"8151",2,1,"List1",68,6,6,12,5,6.922,3,16,4.09,8.7,0
"8152",5,1,"List2",59,9,10,19,4,8.091,10,19,4.51,6.95,0
"8153",2,1,"List1",44,16,68,84,5,10.88,13,10,4.5,4.76,0
"8154",4,0,"List1",58,9,59,68,4,9.429,2,31,2.36,4.5,0
"8155",2,1,"List2",44,18,12,30,5,7.993,2,16,3.97,6.11,0
"8156",5,0,"List1",23,11,2,13,4,9.633,5,13,4.36,7.56,1
"8157",1,1,"List1",79,12,36,48,6,10.314,5,15,3.9,7.47,0
"8158",1,1,"List1",115,11,12,23,4,8.977,12,27,4.2,8.63,0
"8159",4,0,"List1",82,12,9,21,4,9.414,6,24,3.5,7.32,0
"8160",1,1,"List2",19,9,2,11,5,6.837,3,8,2.47,8.8,0
"8161",4,0,"List1",4,11,8,19,4,8.977,12,34,3.31,11.58,0
"8162",5,0,"List2",83,11,2,13,5,8.276,2,4,2.68,5.33,0
"8163",2,1,"List2",56,10,7,17,4,7.35,6,5,4.43,6.95,0
"8164",6,1,"List1",48,6,32,38,4,8.443,15,24,2.37,8.05,0
